,filenames,labels
249,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24253265.mp3,Arabic
250,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24253263.mp3,Arabic
251,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24253459.mp3,Arabic
252,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24253458.mp3,Arabic
253,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24254024.mp3,Arabic
254,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24254106.mp3,Arabic
255,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24254143.mp3,Arabic
256,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24254025.mp3,Arabic
257,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24255582.mp3,Arabic
258,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24256102.mp3,Arabic
259,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24256103.mp3,Arabic
260,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24256118.mp3,Arabic
261,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24256044.mp3,Arabic
262,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24256101.mp3,Arabic
263,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24256312.mp3,Arabic
264,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24256300.mp3,Arabic
265,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24256313.mp3,Arabic
266,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24256433.mp3,Arabic
267,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24256454.mp3,Arabic
268,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24256425.mp3,Arabic
269,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24256554.mp3,Arabic
270,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24256476.mp3,Arabic
271,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24256511.mp3,Arabic
272,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24256553.mp3,Arabic
273,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24256657.mp3,Arabic
274,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24256562.mp3,Arabic
275,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24256692.mp3,Arabic
276,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24256671.mp3,Arabic
277,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24257062.mp3,Arabic
278,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24257036.mp3,Arabic
279,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24257236.mp3,Arabic
280,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24257948.mp3,Arabic
281,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24259109.mp3,Arabic
282,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24258970.mp3,Arabic
283,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24259110.mp3,Arabic
284,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24258971.mp3,Arabic
285,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24259526.mp3,Arabic
286,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24259585.mp3,Arabic
287,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24259739.mp3,Arabic
288,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24259623.mp3,Arabic
289,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24259995.mp3,Arabic
290,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24259996.mp3,Arabic
291,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24260170.mp3,Arabic
292,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24273174.mp3,Arabic
293,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24273337.mp3,Arabic
294,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24273651.mp3,Arabic
295,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24273738.mp3,Arabic
296,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24273760.mp3,Arabic
297,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24273888.mp3,Arabic
298,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24274060.mp3,Arabic
299,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24274062.mp3,Arabic
300,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24274037.mp3,Arabic
301,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24274154.mp3,Arabic
302,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24274059.mp3,Arabic
303,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24274906.mp3,Arabic
304,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24277800.mp3,Arabic
305,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24278398.mp3,Arabic
306,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24279024.mp3,Arabic
307,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24278993.mp3,Arabic
308,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24279022.mp3,Arabic
309,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24279347.mp3,Arabic
310,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24279371.mp3,Arabic
311,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24279368.mp3,Arabic
312,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24279345.mp3,Arabic
313,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24279910.mp3,Arabic
314,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24279911.mp3,Arabic
315,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24279988.mp3,Arabic
316,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24279972.mp3,Arabic
317,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24280219.mp3,Arabic
318,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24280207.mp3,Arabic
319,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24280387.mp3,Arabic
320,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24280300.mp3,Arabic
321,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24280343.mp3,Arabic
322,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24280244.mp3,Arabic
323,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24293516.mp3,Arabic
324,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24293826.mp3,Arabic
325,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24298519.mp3,Arabic
326,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24298784.mp3,Arabic
327,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24299274.mp3,Arabic
328,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24299550.mp3,Arabic
329,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24299793.mp3,Arabic
330,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24299791.mp3,Arabic
331,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24299659.mp3,Arabic
332,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24299754.mp3,Arabic
333,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24299661.mp3,Arabic
334,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24299772.mp3,Arabic
335,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24299869.mp3,Arabic
336,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24299852.mp3,Arabic
337,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24300306.mp3,Arabic
338,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24300556.mp3,Arabic
339,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24300716.mp3,Arabic
340,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24300801.mp3,Arabic
341,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24301128.mp3,Arabic
342,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24301129.mp3,Arabic
343,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24301252.mp3,Arabic
344,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24301847.mp3,Arabic
345,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24301908.mp3,Arabic
346,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24301799.mp3,Arabic
347,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24301892.mp3,Arabic
348,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24301977.mp3,Arabic
349,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24301946.mp3,Arabic
350,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24301956.mp3,Arabic
351,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24301968.mp3,Arabic
352,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24301959.mp3,Arabic
353,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24302227.mp3,Arabic
354,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24302439.mp3,Arabic
355,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24305405.mp3,Arabic
356,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24305451.mp3,Arabic
357,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24305411.mp3,Arabic
358,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24314752.mp3,Arabic
359,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24319542.mp3,Arabic
360,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24329426.mp3,Arabic
361,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24329377.mp3,Arabic
362,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24329379.mp3,Arabic
363,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24329499.mp3,Arabic
364,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24329709.mp3,Arabic
365,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24330951.mp3,Arabic
366,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24330994.mp3,Arabic
367,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24332063.mp3,Arabic
368,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24332062.mp3,Arabic
369,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24332069.mp3,Arabic
370,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24332238.mp3,Arabic
371,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24332229.mp3,Arabic
372,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24332220.mp3,Arabic
373,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24356797.mp3,Arabic
374,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24357847.mp3,Arabic
375,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24358186.mp3,Arabic
376,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24358591.mp3,Arabic
377,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24360087.mp3,Arabic
378,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24360108.mp3,Arabic
379,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24359959.mp3,Arabic
380,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24360003.mp3,Arabic
381,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24360018.mp3,Arabic
382,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24360146.mp3,Arabic
383,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24360500.mp3,Arabic
384,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24360501.mp3,Arabic
385,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24360530.mp3,Arabic
386,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24361679.mp3,Arabic
387,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24361665.mp3,Arabic
388,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24362205.mp3,Arabic
389,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24362109.mp3,Arabic
390,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24362076.mp3,Arabic
391,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24362379.mp3,Arabic
392,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24362378.mp3,Arabic
393,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24362376.mp3,Arabic
394,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24362565.mp3,Arabic
395,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24367003.mp3,Arabic
396,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24370270.mp3,Arabic
397,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24370267.mp3,Arabic
398,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24370465.mp3,Arabic
399,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24373936.mp3,Arabic
400,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24373990.mp3,Arabic
401,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24382537.mp3,Arabic
402,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24382736.mp3,Arabic
403,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24382870.mp3,Arabic
404,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24383504.mp3,Arabic
405,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24383667.mp3,Arabic
406,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24383669.mp3,Arabic
